Row_num,Country,Year,Disease Name,Country_pop,Incidence Rate mn (%),Prevalence rate (%),Mortality Rate per 100 people (%),Population affected,Pop_affected(Male),Pop_affected(Female),Ages 0-18 (%),Ages 19-35 (%),Ages 36-60 (%),Ages 61+ (%),Pop_affected_U (%),Pop_affected_R (%),Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment type,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Average Annual Treatment Cost (USD),Availability of Vaccines/Treatment,Composite Health Index (CHI),Per Capita Income (USD),Education Index,Urbanization Rate (%)
8309,Nigeria,2021.00,Hepatitis,218529286,0.45,'3.12,0.05,983382,626414,356968,'9,'16,'37,'38,52,48,46.11,0.5,0.93,Medication,71.14,12.96,-18.05,'65,Medium,38.7,'2008.54,0.55,51.8
8310,It@l¥,2008.00,Cancer,59211181,0.75,'14.2,0.11,444084,224262,219822,'1,'8,'41,'50,68,32,71.08,4.62,5.75,Surgery,88.65,53.71,-1.51,'14643,High,65.2,'40588.32,0.78,68.2
8311,Indonesia,2007.00,Cholera,237062337,2.33,'2.4,0.5,5523552,3010336,2513216,'28,'30,'25,'17,47,53,27.04,0.49,1.36,Medication,72.72,39.26,-5.13,'35,Low,28.9,'1941.23,0.57,46.6
8312,Can@da,2013.00,Hepatitis,35080992,0.04,'0.44,0,14032,8447,5585,'1,'15,'39,'45,79,21,92.13,4.67,4.28,Medication,74.66,1.97,0.91,'1440,High,74.7,'52321.22,0.89,79.2
8313,India,2018.00, Ebola ,1374659064,0.01,'0,0,94312,50740,43572,'14,'26,'35,'25,34,66,27.09,0.55,1.01,Medication,50.58,0,-44.91,'362,Low,19.2,'2010.34,0.53,33.8
8314,Argentina,2013.00,Measles,42582455,1.35,'1.54,0.01,574863,295480,279383,'52,'20,'8,'20,91,9,68.09,1.97,2.78,Vaccination,77.74,14.44,5.07,'43,High,59.4,'14403.02,0.84,90.7
8315,Can@da,2010.00,Cholera,34005902,0,'0,0,884,461,423,'22,'30,'29,'20,79,21,86.1,2.81,8.06,Medication,52.26,0,-36.9,'2278,Medium,61.9,'47295.09,0.87,78.7
8316,Australia,2008.00,Hypertension,21249199,1.3,'21.5,0.22,276240,146683,129557,'1,'8,'38,'53,85,15,85.08,4.51,2.18,Medication,87.73,111.14,-2.53,'1743,High,79.9,'49511.86,0.9,84.8
8317,?r?zil,2004.00,COVID-19,182675143,2.03,'2.94,0.02,3708305,2069234,1639071,'18,'26,'30,'26,82,18,75.03,2.44,4.64,Medication,96.88,21.27,,'661,None,39.3,'3663.82,0.58,82
8318,Mex!co,2017.00,Cancer,123400057,0.14,'2.42,0.02,172760,90181,82579,'6,'10,'35,'49,78,22,57.11,1.84,2.88,Medication,75.07,10.67,-20.99,'9512,Medium,43.2,'9649.28,0.7,78.1
8319,India,2005.00,Leprosy,1154676322,0.1,'0.81,,1154676,728601,426075,'16,'22,'40,'23,29,71,34.03,0.71,1.5,Medication,55.88,4.12,-5.66,'969,Low,28.6,'713.28,0.42,28.9
8320,France,2021.00,Diabetes,67842811,0.95,'12.55,0.06,644507,340300,304207,'1,'15,'45,'39,80,20,75.21,2.72,2.24,Medication,90.42,45.86,4.16,'4085,High,72.2,'43437.82,0.83,80.2
8321,Can@da,2002.00,Leprosy,31359199,0.01,'0,,1628,977,651,'9,'20,'42,'29,77,23,86.02,3.68,3.93,Medication,96.57,0,,'7698,Medium,66.6,'24104.48,0.86,77.3
8322,Nigeria,2022.00,Tub?rculosis,223150896,0.42,'2.16,0.03,937234,610139,327095,'24,'26,'32,'18,53,48,35.11,0.55,0.64,Medication,95.66,10.12,34.05,'74,Medium,39.8,'2128.87,0.55,52.5
8323,South Korea,2015.00,Cholera,51014947,0.01,'0,0,3619,1900,1719,'25,'30,'25,'20,81,19,72.15,2.73,5.27,Medication,97.68,0,84.62,'1951,Medium,62.3,'30190.16,0.86,80.6
8324,It@l¥,2012.00,Hepatitis,60191247,0.41,'3.9,0.06,246784,148811,97973,'1,'13,'41,'45,69,31,71.12,3.02,3.11,Medication,89.32,18.3,36.47,'890,High,65.6,'34658.47,0.78,68.8
8325,G%rmany,2009.00,Asthma,81902307,0.44,'8.12,0.07,360370,158923,201447,'20,'23,'31,'26,76,24,73.09,2.76,2.49,Medication,95.31,28.47,81.89,'1169,High,73,'42994.86,0.93,76.2
8326,Argentina,2002.00,Hypertension,38029349,1.13,'16.36,0.18,429732,221312,208420,'6,'9,'35,'50,89,11,66.01,1.01,4.04,Medication,67.25,60.36,,'125,High,62.3,'2907.85,0.77,89.3
8327,Saudi Arabia,2017.00,Influen&za,30977355,4.61,'6.32,0.04,1428056,729737,698319,'20,'25,'30,'25,83,17,71.11,2.46,2.62,Medication,83.64,60.18,-11.97,'108,High,62.4,'23227.38,0.75,83.3
8328,Can@da,2016.00,Parkinson's Disease,36110803,,,,,,,,,,,,,84.16,3.94,8.47,Therapy,78.64,0,16.76,'20075,Medium,62,'42031.79,0.9,79.7
8329,Japan,2003.00,Hepatitis,127718000,0.45,'2.33,0.04,574731,338517,236214,'2,'14,'40,'45,91,9,71.03,3.74,11.34,Medication,87.64,13.75,,'1087,High,76.6,'35400.01,0.83,91.1
8330,India,2013.00,Diabetes,1295829511,0.86,'10.43,0.06,11144134,6017832,5126302,'10,'16,'40,'34,32,68,30.07,0.77,1.27,Medication,69.61,54.81,-5.92,'44,Medium,39.2,'1479.4,0.5,31.9
8331,Can@da,2022.00,Cholera,38935934,0,'0,0,923,489,434,'19,'30,'30,'21,81,19,89.22,5.1,2.5,Medication,54.63,0,-23.44,'4322,Medium,61.6,'55677.83,0.91,80.7
8332,Russia,2015.00, Ebola ,144640716,0.01,'0,0,10477,5385,5092,'10,'25,'35,'30,74,26,67.1,1.3,1.28,Therapy,79.93,0,51.07,'8595,Medium,37.8,'9383.42,0.84,74.2
8333,Mex!co,2016.00,Zika,122251351,4.6,'5.89,0.04,5623562,2789287,2834275,'27,'30,'10,'34,78,22,74.11,1.32,1.56,Medication,76.34,41.95,13.35,'54,Medium,39.1,'9097.92,0.69,77.8
8334,?r?zil,2023.00,Parkinson's Disease,211140729,,,,,,,,,,,,,55.15,1.56,4.75,Medication,93.53,0,4.11,'8189,Low,42.4,'10377.59,,86.8
8335,Russia,2013.00,Parkinson's Disease,143805638,,,,,,,,,,,,,59.09,2.21,1.95,Therapy,59.69,0,-19.33,'5910,Low,36.2,'15853.42,0.82,74
8336,Russia,2024.00,HIV/A!DS,143533851,0.19,'1.76,0.02,272714,157356,115358,'8,'30,'35,'27,75,25,75.16,1.98,4.97,Medication,92.74,7.31,25.97,'2037,High,59.6,,,74.9
8337,?r?zil,2000.00, Ebola ,174018282,0.01,'0,0,12734,6673,6061,'14,'26,'35,'25,81,19,66,2.08,1.83,Therapy,89.83,0,,'3056,None,32.7,'3766.55,0.55,81
8338,?r?zil,2015.00,Cancer,201675532,0.94,'17.23,0.09,1895750,1023705,872045,'7,'10,'35,'48,85,15,59.1,1.71,3.69,Medication,90.38,86.95,70.82,'4997,Medium,46.8,'8936.2,0.67,84.8
8339,South Korea,2009.00,Hepatitis,49307835,0.38,'2.86,0.02,187370,115233,72137,'6,'15,'35,'44,80,20,82.09,3.47,6.78,Medication,59.75,14.39,14.03,'1252,High,69.4,'20244.89,0.83,79.5
8340,Mex!co,2020.00,Tub?rculosis,126799054,0.2,'1.52,0.03,253598,159006,94592,'21,'24,'30,'25,79,21,69.13,2.05,1.57,Medication,55.17,7.93,-44.02,'257,High,54.3,'8841.27,0.72,79
8341,G%rmany,2012.00,Zika,80425823,0.01,'0,0,6271,3073,3198,'19,'28,'16,'36,77,23,89.12,3.57,3.87,Medication,98.65,0,50.73,'985,None,44.1,'44464.37,0.94,76.6
8342,Saudi Arabia,2002.00,Cancer,17910910,0.75,'14.55,0.05,134332,68644,65688,'4,'10,'35,'52,80,21,61.01,1.64,1.23,Medication,61.72,68.91,,'8102,medium,39.5,'10586.06,0.59,79.5
8343,Russia,2016.00,Hypertension,145015460,1.99,'39.65,0.17,2885808,1517935,1367873,'2,'8,'35,'55,74,26,71.11,1.15,1.64,Medication,87.03,156.12,29.22,'1261,High,64.6,'8758.39,0.83,74.3
8344,G%rmany,2003.00,Zika,82534176,0,'0,0,1679,779,900,'22,'29,'15,'35,75,25,91.03,4.02,9.19,Medication,52,0,,'716,None,44.5,'30869.15,0.9,75.4
8345,United Kingdom,2021.00,Malaria,66984000,0.01,'0,0,4314,2256,2058,'29,'30,'25,'16,83,17,,,,Medication,67.24,0,-22.54,'1834,Low,17.5,'46451.59,0.94,82.7
8346,USA,2016.00, Ebola ,324353340,0.01,'0,0,16417,8192,8225,'5,'25,'39,'31,82,18,93.16,3.91,3.13,Therapy,85.52,0,26.98,'53510,Medium,51.4,'57126.64,0.91,81.7
8347,Indonesia,2006.00,COVID-19,233951652,0.8,'1.2,0.01,1871613,1029387,842226,'18,'26,'30,'26,46,54,22.03,0.2,1.53,Medication,50.32,9.47,-45.86,'330,None,13.7,'1659.18,0.57,45.9
8348,South Africa,2000.00,Asthma,47159719,0.35,'4.77,0.02,165059,76752,88307,'29,'26,'25,'20,58,42,55,1.92,4.92,Medication,92.38,20.19,,'30,Medium,60.1,'3217.85,0.61,58
8349,?r?zil,2018.00,Measles,206107261,0.39,'0.52,0,803818,429239,374579,'51,'20,'8,'21,86,15,67.12,1.92,4.61,Medication,72.02,4.97,-21.56,'59,High,60.5,'9300.66,0.7,85.5
8350,Russia,2010.00,Parkinson's Disease,142849468,,,,,,,,,,,,,69.07,1.21,4.64,Medication,84.27,0,1.75,'5176,Low,43.3,'10698.24,0.81,73.8
8351,USA,2012.00,Polio,314339099,0,'0,0,1628,814,814,'36,'20,'14,'30,81,19,94.12,2.75,11.42,Vaccination,58.24,0,-11.02,'446,High,74.8,'51255.7,0.9,81
8352,India,2005.00,Measles,1154676322,2.06,'2.39,0,23786332,12464038,11322294,'56,'22,'8,'15,29,71,38.03,0.46,1.3,Medication,87.63,17.94,47.95,'6,High,47,'713.28,0.42,28.9
8353,?r?zil,2014.00,Influen&za,200085127,4.78,'6.51,0.03,9564069,5107213,4456856,'27,'25,'30,'18,85,16,59.09,1.65,1.42,Medication,70.95,54.34,11.66,'368,High,53.1,'12274.99,0.67,84.5
8354,Japan,2001.00,Hypertension,127149000,0.52,'9.68,0.08,661175,338522,322653,'1,'7,'39,'53,91,9,74.01,2.61,5.66,Medication,93.58,45.14,,'1586,High,77.2,'34376.12,0.82,91
8355,Can@da,2019.00,Hypertension,37618495,1.35,'22.93,0.19,507850,269668,238182,'1,'8,'40,'51,80,20,80.19,2.87,4.25,Medication,51.37,87.44,-29.6,'2944,High,69.3,'46151.13,0.9,80.2
8356,France,2001.00,Alzheimer's Disease,61364377,,,,,,,,,,,,,78.01,3.5,2.97,Therapy,97.59,0,,'14823,Medium,55.9,'22158.76,0.74,77.2
8357,France,2009.00,Alzheimer's Disease,64706436,,,,,,,,,,,,,73.09,3.68,5.8,Therapy,89.12,0,70.08,'19110,Medium,57.2,'41421.07,0.78,78.4
8358,Russia,2015.00,Hepatitis,144640716,0.03,'0.2,0,43392,26903,16489,'5,'15,'35,'45,74,26,54.1,2.12,3.34,Medication,82.04,1.07,55.06,'49,Medium,50.4,'9383.42,0.84,74.2
8359,South Korea,2021.00,Alzheimer's Disease,51769539,,,,,,,,,,,,,86.21,4.13,9.57,Therapy,58.54,0,-32.57,'39733,Medium,61.1,'37461.4,0.88,81.6
8360,USA,2009.00,Malaria,306771529,0,'0,0,14243,7492,6751,'32,'30,'28,'10,81,19,94.09,3.65,11.7,Medication,57.68,0,10.08,'12595,High,77.1,'47003.13,0.89,80.5
8361,Argentina,2020.00,Alzheimer's Disease,45191965,,,,,,,,,,,,,73.13,2.56,2.07,Therapy,81.96,0,-16.83,'3062,Low,44.1,'8535.6,0.87,91.6
8362,?r?zil,2006.00,Tub?rculosis,186653106,0.28,'1.74,0.02,522629,331869,190760,'23,'26,'30,'21,83,18,57.04,2.23,3.96,Medication,57.82,7.34,-37.79,'204,Medium,48,'5934.15,0.59,82.5
8363,United Kingdom,2010.00,Hypertension,62766365,0.95,'16.99,0.02,596280,304103,292177,'1,'8,'35,'56,81,19,,,,Medication,60.12,77.86,-27.41,'2021,Medium,24,'39448.05,0.9,81.3
8364,T?u?r?k?e?y?,2023.00,Influen&za,85325965,13.56,'19.54,0.06,11570201,5947083,5623118,'26,'24,'30,'20,77,24,64.15,1.1,1.88,Medication,61.96,137.64,-31.03,'76,High,52,'12813.64,,76.5
8365,Argentina,2021.00,Rabies,45312281,0,'0,0,1914,1269,645,'16,'24,'35,'25,92,8,73.14,1.87,4.83,Medication,53.17,0.16,-38.75,'69,Medium,51.7,'10738.02,0.87,91.7
8366,USA,2023.00,Hepatitis,336806231,0.22,'1.77,0.02,740974,449030,291944,'1,'15,'40,'44,83,17,85.23,3.71,8.6,Medication,53.07,7.65,-40.93,'3782,High,72.2,'80706.05,,82.9
8367,Russia,2002.00,HIV/A!DS,145306497,0.29,'2.27,0.04,421389,230078,191311,'13,'30,'35,'22,73,27,64.01,2.12,1.27,Medication,88.77,13.17,,'723,Low,41,'2384.2,0.79,73.2
8368,G%rmany,2005.00,Cancer,82469422,0.18,'2.66,0.02,148445,72738,75707,'2,'9,'40,'50,76,24,94.05,3.81,3.78,Surgery,87.32,10.28,47.43,'17106,High,66.2,'35265.19,0.92,75.7
8369,USA,2005.00, Ebola ,295516599,0,'0,0,13206,6484,6722,'8,'25,'38,'30,80,20,83.05,2.89,3.29,Medication,78.87,0,33.16,'33439,None,38,'44093.55,0.88,79.9
8370,South Korea,2010.00,COVID-19,49554112,4.06,'5.14,0.02,2011897,1080389,931508,'16,'25,'30,'29,80,20,93.1,3.21,11.5,Medication,82.71,41.14,-0.13,'3136,None,48.4,'24458.61,0.85,79.7
8371,Nigeria,2011.00,HIV/A!DS,171379598,1,'7.06,0.11,1713796,992288,721508,'15,'31,'37,'17,44,56,49.06,0.25,0.87,Therapy,79.92,36.2,-14.26,'14,Medium,35.8,'2444.03,0.43,44.3
8372,Can@da,2004.00,COVID-19,31938807,0.65,'0.75,0,207602,108576,99026,'13,'25,'33,'29,78,22,82.04,4.64,4.12,Medication,79.05,8.26,,'2910,None,42.4,'31944.85,0.86,77.7
8373,Russia,2011.00,Malaria,143018195,0,'0,0,4970,2639,2331,'36,'30,'25,'9,74,26,53.07,1.07,2.14,Medication,52.16,0,-44.04,'142,Medium,40.3,'14203.48,0.82,73.9
8374,Argentina,2008.00,COVID-19,40424148,4.86,'5.73,0.02,1964614,1058927,905687,'18,'25,'30,'27,90,10,55.05,2.13,2.73,Medication,67.14,62.57,-25.41,'718,None,28.3,'9045.2,0.8,90
8375,Saudi Arabia,2022.00,Cholera,32175224,0,'0,0,1043,567,476,'19,'30,'25,'27,85,16,67.15,1.73,4.39,Medication,82.34,0,15.39,'1476,Medium,54.3,'34454.06,0.8,84.5
8376,?r?zil,2002.00,Alzheimer's Disease,178503484,,,,,,,,,,,,,57.01,1.48,2.24,Medication,68.49,0,,'1560,Low,35.7,'2855.94,0.56,81.5
8377,United Kingdom,2022.00,Rabies,67604000,0,'0,0,460,306,154,'9,'25,'35,'32,83,17,,,,Medication,62.89,0.01,-11.87,'3439,Low,16.7,'45674.3,0.94,82.9
8378,United Kingdom,2019.00,Alzheimer's Disease,66631000,,,,,,,,,,,,,,,,Medication,92.22,0,26.38,'37284,Low,19.6,'42487.95,0.92,82.5
8379,France,2013.00,Measles,65997932,1.48,'1.93,0.01,976769,497175,479594,'46,'20,'12,'22,79,21,90.13,3.63,8.52,Vaccination,83.39,15.48,12.7,'453,High,78.6,'42338.74,0.8,79
8380,India,2016.00,Tub?rculosis,1343944296,0.62,'3.55,0.05,8332455,5357769,2974686,'24,'26,'30,'19,33,67,31.08,0.47,1.45,Medication,95.9,21.26,42.39,'22,Medium,39.7,'1704.38,0.53,33.1
8381,Russia,2000.00,Parkinson's Disease,146596869,,,,,,,,,,,,,50,1.71,4.42,Medication,71.26,0,,'4068,Low,37.6,'1782.79,0.76,73
8382,India,2016.00,Measles,1343944296,0.85,'0.91,0.01,11423527,6225822,5197705,'54,'21,'8,'16,33,67,26.08,0.33,0.81,Medication,91.75,8.29,36.23,'8,High,43.5,'1704.38,0.53,33.1
8383,G%rmany,2021.00,Dengue,83196078,0,'0,0,3740,1874,1866,'22,'32,'33,'13,78,22,74.21,4.98,6.64,Medication,67.67,0,-22.05,'2732,Medium,65.4,'51952.8,0.96,77.7
8384,Russia,2011.00,Measles,143018195,1.73,'2.14,0.01,2474215,1242056,1232159,'51,'20,'8,'21,74,26,65.07,1.98,1.97,Vaccination,87.12,18.91,-6.53,'39,High,59.3,'14203.48,0.82,73.9
8385,?r?zil,2015.00,Cholera,201675532,0.01,'0,0,12045,6589,5456,'27,'30,'25,'18,85,15,61.1,2.34,4.45,Medication,81.3,0,53.66,'104,Medium,54.3,'8936.2,0.67,84.8
8386,Nigeria,2012.00,COVID-19,176200625,2.13,'3.03,0,3753073,2082956,1670117,'20,'26,'32,'22,45,55,36.06,0.24,0.29,Medication,52.92,20.24,-19.14,'147,none,15.8,'2647.97,0.44,45
8387,South Korea,2003.00,Malaria,47892330,0.01,'0,0,3160,1634,1526,'37,'30,'25,'8,79,21,79.03,4.49,8.46,Medication,54.94,0,,'847,High,72.8,'15332.21,0.81,78.5
8388,Can@da,2014.00,Dengue,35434066,0.01,'0,0,2666,1330,1336,'26,'35,'29,'10,79,21,85.14,3.51,3.35,Medication,92.01,0,44.81,'1989,Medium,64.3,'50674.56,0.9,79.4
8389,Mex!co,2014.00,Zika,119784261,0.01,'0,0,7550,3700,3851,'27,'30,'10,'33,77,23,55.09,1.34,3.54,Medication,79.37,0,24.91,'49,None,29.2,'11391.38,0.67,77.2
8390,France,2007.00,Parkinson's Disease,64016890,,,,,,,,,,,,,70.07,3.43,7.89,Therapy,57.79,0,-24.61,'10054,Medium,53.4,'41194.53,0.78,78.1
8391,China,2017.00,Parkinson's Disease,1396215000,,,,,,,,,,,,,68.11,2.31,2.01,Therapy,71.71,0,-24.52,'6115,Low,40.6,'8716.29,0.66,54.7
8392,Indonesia,2023.00,Malaria,281190067,7,'10.13,0.03,19683305,11062017,8621288,'36,'29,'25,'10,57,43,35.12,0.33,0.68,Medication,96.41,73.36,7.31,'324,Low,34,'4876.31,,57
8393,T?u?r?k?e?y?,2021.00,Polio,84147318,0,'0,0,551,287,264,'41,'19,'10,'30,76,25,72.14,2.11,4.75,Vaccination,86.62,0,-0.22,'67,Medium,58,'9457.85,0.79,75.5
8394,T?u?r?k?e?y?,2021.00,Cancer,84147318,0.13,'1.5,0.01,109392,57103,52289,'6,'9,'35,'50,76,25,75.14,1.54,1.66,Medication,71.56,5.9,-17.57,'11568,Medium,44.8,'9457.85,0.79,75.5
8395,T?u?r?k?e?y?,2024.00,Leprosy,85518661,0.01,'0,,4972,3112,1860,'10,'19,'40,'31,77,23,75.16,1.51,1.38,Medication,66.14,0,-10.16,'13237,Medium,48.9,,,77
8396,South Africa,2009.00,Parkinson's Disease,51728516,,,,,,,,,,,,,67.06,2.04,1.23,Therapy,84.68,0,61.6,'3013,Low,40.8,'6374.71,0.69,61.4
8397,United Kingdom,2009.00,Measles,62276270,2.95,'3.81,0.02,1837150,924086,913064,'47,'20,'8,'25,81,19,,,,Medication,96.45,31.42,84.06,'738,High,35.4,'38600.44,0.89,81.2
8398,China,2014.00,Measles,1371860000,0.44,'0.59,0,6036184,3132779,2903405,'50,'20,'8,'22,51,49,52.09,2.26,4.17,Vaccination,64.02,5.03,0.76,'47,High,55.3,'7547.54,0.62,51.4
8399,Indonesia,2024.00,Hepatitis,283487931,0.19,'1.12,0.03,538627,350108,188519,'5,'14,'35,'46,57,43,32.12,0.44,1.42,Medication,98.08,5.6,33.22,'82,Medium,40.2,,,57
8400,Argentina,2005.00,Hepatitis,39216789,0.46,'2.63,0.04,180397,110403,69994,'8,'16,'35,'41,90,10,50.03,2.41,2.33,Medication,61.58,15.53,3.97,'33,Medium,45,'5115.72,0.78,89.7
8401,Japan,2000.00,Cancer,126843000,0.28,'3.58,0.04,355160,176870,178290,'3,'9,'39,'49,91,9,76,3.06,2.15,Medication,50.07,17.43,,'17612,Medium,45.8,'39112.38,0.82,91
8402,USA,2016.00,Malaria,324353340,0,'0,0,9868,5279,4589,'30,'30,'29,'11,82,18,92.16,4.7,8,Medication,70.34,0,4.44,'17231,High,79,'57126.64,0.91,81.7
8403,India,2002.00,COVID-19,1097600380,0.89,'1.19,0,9768643,5294605,4474038,'21,'27,'30,'22,28,72,20.01,0.13,1.45,Medication,95.5,11.95,,'81,none,19.4,'467.18,0.38,27.8
8404,It@l¥,2019.00,Cholera,59729081,0,'0,0,1107,587,520,'17,'27,'33,'23,70,30,76.19,3.52,6.08,Medication,86.5,0,18.54,'1812,Medium,64.7,'33587.26,0.81,69.9
8405,Saudi Arabia,2000.00,Rabies,16177722,0.01,'0.01,0,1618,1039,579,'14,'25,'35,'26,79,21,70,1.54,2.25,Medication,97.94,0.18,,'351,medium,54.5,'11714.56,0.57,79
8406,?r?zil,2005.00,Polio,184688101,0.01,'0,0,12712,6585,6127,'43,'21,'10,'26,82,18,60.03,2.07,3.82,Medication,58.73,0,-0.84,'6,High,55.5,'4827.78,0.58,82.3
8407,It@l¥,2018.00,Dengue,60148658,0,'0,0,2368,1212,1156,'23,'32,'33,'13,70,30,81.18,3.1,4.2,Medication,56,0,-39.01,'1321,Medium,56.8,'34829.5,0.81,69.7
8408,United Kingdom,2003.00,Tub?rculosis,59647577,0.11,'0.72,0.01,65612,38580,27032,'18,'25,'30,'27,80,20,,,,Medication,53.59,3.88,,'1522,Medium,20.4,'34344.73,0.83,80.4
8409,Argentina,2001.00,Tub?rculosis,37624825,0.27,'2.35,0.03,101587,60647,40940,'24,'26,'30,'20,89,11,62.01,2.49,3.02,Medication,65.69,11.3,,'121,High,57.4,'7743.15,0.75,89.1
8410,France,2010.00,Cancer,65026211,0.89,'14.94,0.11,578733,287630,291103,'2,'10,'39,'50,79,22,86.1,4.74,8.18,Surgery,91.12,66.1,10.02,'16129,High,72.4,'40394.28,0.79,78.5
8411,India,2009.00,Measles,1225524753,2.05,'2.98,0,25123257,13239956,11883301,'55,'22,'8,'15,30,70,39.05,0.75,0.39,Medication,55.96,26.99,6.79,'6,High,41.2,'1073.2,0.45,30.4
8412,Can@da,2003.00,Hepatitis,31642461,0.27,'1.93,0.04,85435,50578,34857,'3,'15,'37,'44,78,22,79.03,3.28,5.07,Medication,55.7,10.53,,'1048,High,65.1,'28131.21,0.86,77.5
8413,France,2000.00,Influen&za,60918661,11.54,'12.99,0.09,7030013,3444706,3585307,'24,'25,'32,'19,77,23,87,3.62,8.09,Medication,53.11,111.2,,'92,High,71.7,'22163.68,0.73,77
8414,Australia,2007.00,Parkinson's Disease,20827622,,,,,,,,,,,,,94.07,2.7,6.34,Therapy,67.63,0,-11.77,'12131,Low,52.3,'47105.64,0.89,84.7
8415,T?u?r?k?e?y?,2001.00, Ebola ,66245128,0,'0,0,967,486,481,'14,'26,'35,'25,66,35,58.01,1.24,2.25,Medication,94.6,0,,'8974,~none~,30.4,'3045.55,0.51,65.5
8416,G%rmany,2013.00,Diabetes,80645605,0.67,'10.19,0.07,540326,278808,261518,'1,'13,'47,'40,77,23,82.13,4.66,3.55,Medication,75.77,41.13,2.41,'2324,High,79.1,'46989.29,0.94,76.7
8417,Can@da,2020.00,Cholera,38028638,0,'0,0,1714,915,799,'19,'30,'30,'21,80,20,86.2,4.97,5.95,Medication,56.2,0,-42.97,'3955,Medium,65.6,'43374.46,0.91,80.4
8418,G%rmany,2017.00,Alzheimer's Disease,82657002,,,,,,,,,,,,,75.17,3.16,2.32,Therapy,98.22,0,3.38,'33812,Medium,53.7,'45281.72,0.94,77.2
8419,Mex!co,2012.00,Malaria,116818208,0,'0,0,2073,1115,958,'37,'30,'25,'8,77,23,61.08,1.06,2.81,Medication,97.96,0,49.67,'75,Medium,51.6,'10744.13,0.66,76.6
8420,South Korea,2021.00, Ebola ,51769539,0,'0,0,795,420,375,'9,'25,'35,'31,82,18,89.21,3.76,7.23,Therapy,64.49,0,-25.71,'33675,Medium,51.7,'37461.4,0.88,81.6
8421,United Kingdom,2018.00,Parkinson's Disease,66289000,,,,,,,,,,,,,,,,Medication,72.31,0,-21.25,'31446,Low,16.4,'43017.61,0.92,82.3
8422,China,2015.00,Polio,1379860000,0.01,'0,0,80948,42417,38531,'40,'20,'10,'30,53,48,51.1,1.84,3.99,Vaccination,86.64,0,63.75,'9,Medium,50.5,'7923,0.64,52.5
8423,South Africa,2009.00,Dengue,51728516,0.01,'0,0,3178,1649,1529,'33,'35,'25,'7,61,39,57.06,1.57,3.84,Medication,77.47,0,47.84,'115,Medium,49.6,'6374.71,0.69,61.4
8424,China,2021.00,Dengue,1412360000,0.01,'0,0,108640,55624,53016,'29,'35,'25,'11,59,41,73.14,2.32,2.54,Medication,97.62,0,12.45,'273,Medium,57.8,'12492.98,0.69,59.1
8425,Japan,2014.00,Cholera,127276000,0.01,'0,0,7345,3790,3555,'19,'28,'32,'22,92,8,90.14,4.74,6.92,Medication,78.59,0,23.69,'1962,Medium,71.4,'38411.83,0.85,91.6
8426,T?u?r?k?e?y?,2007.00,HIV/A!DS,70158112,0.05,'0.46,0,35079,19293,15786,'13,'30,'35,'22,69,32,57.05,1.98,3.03,Therapy,70.4,1.84,-8.15,'799,Medium,42.9,'9629.9,0.56,68.5
8427,Indonesia,2022.00,Polio,278830529,0.01,'0,0,18427,9877,8550,'41,'19,'10,'30,56,44,33.11,0.2,0.39,Medication,57.16,0,-19.9,'29,Medium,31.1,'4730.75,0.67,56.3
8428,United Kingdom,2005.00,Rabies,60401206,0,'0,0,2706,1732,974,'13,'25,'35,'27,81,19,,,,Medication,63.22,0.08,6.74,'1520,Low,16.8,'41969.49,0.86,80.7
8429,T?u?r?k?e?y?,2018.00,Polio,81407204,0.01,'0,0,6137,3154,2983,'41,'20,'10,'29,74,26,55.12,2.13,2.8,Vaccination,52.21,0,-43.14,'61,Medium,44.6,'9227.78,0.78,74
8430,Argentina,2003.00,Polio,38424282,0,'0,0,1592,796,796,'44,'21,'10,'26,89,11,58.02,1.31,2.84,Medication,57.54,0,,'5,High,51.4,'3655.09,0.78,89.4
8431,It@l¥,2018.00,Influen&za,60148658,3.23,'3.66,0.01,1942802,1002486,940316,'18,'22,'38,'23,70,30,81.18,3.44,2.68,Medication,66.95,33.09,-27.09,'165,High,64.9,'34829.5,0.81,69.7
8432,Japan,2024.00,Malaria,123975371,0,'0,0,2364,1260,1104,'26,'27,'34,'14,92,8,86.24,2.64,6.18,Medication,76.73,0,4.22,'2263,High,70.6,,,92
8433,USA,2006.00,Influen&za,298379912,5.86,'8.05,0.01,17485063,8672591,8812472,'23,'25,'33,'20,80,20,90.06,2.62,7.52,Medication,60.63,69.22,-34.77,'321,High,70.5,'46247.69,0.88,80
8434,India,2024.00,Hypertension,1450935791,0.93,'15.17,0.06,13493703,7623942,5869761,'6,'9,'35,'51,36,64,33.12,0.39,1.43,Medication,52.94,64.11,-28.09,'28,Medium,35.8,,,36
8435,T?u?r?k?e?y?,2023.00,Cholera,85325965,0,'0,0,3517,1917,1600,'26,'29,'25,'20,77,24,72.15,2.27,4.83,Medication,62.9,0,-29.99,'469,Medium,54.3,'12813.64,,76.5
8436,T?u?r?k?e?y?,2006.00,Diabetes,70045349,0.67,'8.06,0.04,469304,243569,225735,'8,'16,'40,'36,68,32,55.04,1.84,3.88,Medication,74.38,37.97,-19.98,'772,Medium,54.7,'7953.08,0.55,68
